dataset,modification,percentage,method,metric,value
Dancer 03,random asc,0.8,Fastgreedy,P*/P,0.008503401360544218
Dancer 03,random asc,0.8,Fastgreedy,Modularity,0.7034500984016269
Dancer 03,random asc,0.8,Fastgreedy,NMI,0.4239169220560171
Dancer 03,random asc,0.8,Infomap,P,700.0
Dancer 03,random asc,0.8,Infomap,P*/P,0.007142857142857143
Dancer 03,random asc,0.8,Infomap,Modularity,0.600453826601626
Dancer 03,random asc,0.8,Infomap,NMI,0.3625303288691895
Dancer 03,random asc,0.8,Label Propagation,P,587.0
Dancer 03,random asc,0.8,Label Propagation,P*/P,0.008517887563884156
Dancer 03,random asc,0.8,Label Propagation,Modularity,0.6993327652498207
Dancer 03,random asc,0.8,Label Propagation,NMI,0.42772917178822956
Dancer 03,random asc,0.8,Louvain,P,588.0
Dancer 03,random asc,0.8,Louvain,P*/P,0.008503401360544218
Dancer 03,random asc,0.8,Louvain,Modularity,0.705375512521136
Dancer 03,random asc,0.8,Louvain,NMI,0.4138689801572386
Dancer 03,random asc,0.9,Louvain-igraph,P,961.0
Dancer 03,random asc,0.9,Louvain-igraph,P*/P,0.005202913631633715
Dancer 03,random asc,0.9,Louvain-igraph,Modularity,0.73113669907835
Dancer 03,random asc,0.9,Louvain-igraph,NMI,0.38236977559187724
Dancer 03,random asc,0.9,Fastgreedy,P,967.0
Dancer 03,random asc,0.9,Fastgreedy,P*/P,0.005170630816959669
Dancer 03,random asc,0.9,Fastgreedy,Modularity,0.7400849057043931
Dancer 03,random asc,0.9,Fastgreedy,NMI,0.3806845831820137
Dancer 03,random asc,0.9,Infomap,P,1088.0
Dancer 03,random asc,0.9,Infomap,P*/P,0.004595588235294118
Dancer 03,random asc,0.9,Infomap,Modularity,0.5855413210094269
Dancer 03,random asc,0.9,Infomap,NMI,0.329212077899832
Dancer 03,random asc,0.9,Label Propagation,P,1014.0
Dancer 03,random asc,0.9,Label Propagation,P*/P,0.004930966469428008
Dancer 03,random asc,0.9,Label Propagation,Modularity,0.6803997376271026
Dancer 03,random asc,0.9,Label Propagation,NMI,0.3590251099745198
Dancer 03,random asc,0.9,Louvain,P,958.0
Dancer 03,random asc,0.9,Louvain,P*/P,0.005219206680584551
Dancer 03,random asc,0.9,Louvain,Modularity,0.7344404668588961
Dancer 03,random asc,0.9,Louvain,NMI,0.3781860190793088
Dancer 03,betweenness asc,0.0,Louvain-igraph,P,10.0
Dancer 03,betweenness asc,0.0,Louvain-igraph,P*/P,0.5
Dancer 03,betweenness asc,0.0,Louvain-igraph,Modularity,0.6547248927382089
Dancer 03,betweenness asc,0.0,Louvain-igraph,NMI,0.6841709883613368
Dancer 03,betweenness asc,0.0,Fastgreedy,P,9.0
Dancer 03,betweenness asc,0.0,Fastgreedy,P*/P,0.5555555555555556
Dancer 03,betweenness asc,0.0,Fastgreedy,Modularity,0.6535952513889542
Dancer 03,betweenness asc,0.0,Fastgreedy,NMI,0.6711603306217883
Dancer 03,betweenness asc,0.0,Infomap,P,86.0
Dancer 03,betweenness asc,0.0,Infomap,P*/P,0.05813953488372093
Dancer 03,betweenness asc,0.0,Infomap,Modularity,0.6395542779772077
Dancer 03,betweenness asc,0.0,Infomap,NMI,0.5315550088401851
Dancer 03,betweenness asc,0.0,Label Propagation,P,5.0
Dancer 03,betweenness asc,0.0,Label Propagation,P*/P,1.0
Dancer 03,betweenness asc,0.0,Label Propagation,Modularity,0.6520556413993378
Dancer 03,betweenness asc,0.0,Label Propagation,NMI,0.7531193839813773
Dancer 03,betweenness asc,0.0,Louvain,P,10.0
Dancer 03,betweenness asc,0.0,Louvain,P*/P,0.5
Dancer 03,betweenness asc,0.0,Louvain,Modularity,0.6548253567011961
Dancer 03,betweenness asc,0.0,Louvain,NMI,0.6831457184591032
Dancer 03,betweenness desc,0.0,Louvain-igraph,P,9.0
Dancer 03,betweenness desc,0.0,Louvain-igraph,P*/P,0.5555555555555556
Dancer 03,betweenness desc,0.0,Louvain-igraph,Modularity,0.6548425053131761
Dancer 03,betweenness desc,0.0,Louvain-igraph,NMI,0.6862834735814786
Dancer 03,betweenness desc,0.0,Fastgreedy,P,9.0
Dancer 03,betweenness desc,0.0,Fastgreedy,P*/P,0.5555555555555556
Dancer 03,betweenness desc,0.0,Fastgreedy,Modularity,0.6535952513889542
Dancer 03,betweenness desc,0.0,Fastgreedy,NMI,0.6711603306217883
Dancer 03,betweenness desc,0.0,Infomap,P,86.0
Dancer 03,betweenness desc,0.0,Infomap,P*/P,0.05813953488372093
Dancer 03,betweenness desc,0.0,Infomap,Modularity,0.639920045002719
Dancer 03,betweenness desc,0.0,Infomap,NMI,0.5291704709301082
Dancer 03,betweenness desc,0.0,Label Propagation,P,5.0
Dancer 03,betweenness desc,0.0,Label Propagation,P*/P,1.0
Dancer 03,betweenness desc,0.0,Label Propagation,Modularity,0.6514855305369411
Dancer 03,betweenness desc,0.0,Label Propagation,NMI,0.7557935331400891
Dancer 03,betweenness desc,0.0,Louvain,P,9.0
Dancer 03,betweenness desc,0.0,Louvain,P*/P,0.5555555555555556
Dancer 03,betweenness desc,0.0,Louvain,Modularity,0.6547794461582498
Dancer 03,betweenness desc,0.0,Louvain,NMI,0.6857434294927347
Dancer 03,betweenness asc,0.1,Louvain-igraph,P,12.0
Dancer 03,betweenness asc,0.1,Louvain-igraph,P*/P,0.4166666666666667
Dancer 03,betweenness asc,0.1,Louvain-igraph,Modularity,0.6578608491472945
Dancer 03,betweenness asc,0.1,Louvain-igraph,NMI,0.6636029010171454
Dancer 03,betweenness asc,0.1,Fastgreedy,P,13.0
Dancer 03,betweenness asc,0.1,Fastgreedy,P*/P,0.38461538461538464
Dancer 03,betweenness asc,0.1,Fastgreedy,Modularity,0.6566153845052846
Dancer 03,betweenness asc,0.1,Fastgreedy,NMI,0.6574772753352788
Dancer 03,betweenness asc,0.1,Infomap,P,99.0
Dancer 03,betweenness asc,0.1,Infomap,P*/P,0.050505050505050504
Dancer 03,betweenness asc,0.1,Infomap,Modularity,0.6365850851933909
Dancer 03,betweenness asc,0.1,Infomap,NMI,0.5107044524223483
Dancer 03,betweenness asc,0.1,Label Propagation,P,7.0
Dancer 03,betweenness asc,0.1,Label Propagation,P*/P,0.7142857142857143
Dancer 03,betweenness asc,0.1,Label Propagation,Modularity,0.6541357903441831
Dancer 03,betweenness asc,0.1,Label Propagation,NMI,0.7347059874741246
Dancer 03,betweenness asc,0.1,Louvain,P,12.0
Dancer 03,betweenness asc,0.1,Louvain,P*/P,0.4166666666666667
Dancer 03,betweenness asc,0.1,Louvain,Modularity,0.6578608491472945
Dancer 03,betweenness asc,0.1,Louvain,NMI,0.6636029010171454
Dancer 03,betweenness desc,0.1,Louvain-igraph,P,49.0
Dancer 03,betweenness desc,0.1,Louvain-igraph,P*/P,0.10204081632653061
Dancer 03,betweenness desc,0.1,Louvain-igraph,Modularity,0.6845891842620195
Dancer 03,betweenness desc,0.1,Louvain-igraph,NMI,0.6492764312495902
Dancer 03,betweenness desc,0.1,Fastgreedy,P,48.0
Dancer 03,betweenness desc,0.1,Fastgreedy,P*/P,0.10416666666666667
Dancer 03,betweenness desc,0.1,Fastgreedy,Modularity,0.6839887301404927
Dancer 03,betweenness desc,0.1,Fastgreedy,NMI,0.6533302990047611
Dancer 03,betweenness desc,0.1,Infomap,P,134.0
Dancer 03,betweenness desc,0.1,Infomap,P*/P,0.03731343283582089
Dancer 03,betweenness desc,0.1,Infomap,Modularity,0.6656142785527115
Dancer 03,betweenness desc,0.1,Infomap,NMI,0.5111414130084194
Dancer 03,betweenness desc,0.1,Label Propagation,P,42.0
Dancer 03,betweenness desc,0.1,Label Propagation,P*/P,0.11904761904761904
Dancer 03,betweenness desc,0.1,Label Propagation,Modularity,0.6824110227192463
Dancer 03,betweenness desc,0.1,Label Propagation,NMI,0.6828544861812837
Dancer 03,betweenness desc,0.1,Louvain,P,49.0
Dancer 03,betweenness desc,0.1,Louvain,P*/P,0.10204081632653061
Dancer 03,betweenness desc,0.1,Louvain,Modularity,0.6844434114593233
Dancer 03,betweenness desc,0.1,Louvain,NMI,0.6510356033325506
Dancer 03,betweenness asc,0.2,Louvain-igraph,P,29.0
Dancer 03,betweenness asc,0.2,Louvain-igraph,P*/P,0.1724137931034483
Dancer 03,betweenness asc,0.2,Louvain-igraph,Modularity,0.6588124630229479
Dancer 03,betweenness asc,0.2,Louvain-igraph,NMI,0.6397376428887944
Dancer 03,betweenness asc,0.2,Fastgreedy,P,32.0
Dancer 03,betweenness asc,0.2,Fastgreedy,P*/P,0.15625
Dancer 03,betweenness asc,0.2,Fastgreedy,Modularity,0.6576423803101785
Dancer 03,betweenness asc,0.2,Fastgreedy,NMI,0.625286375839233
Dancer 03,betweenness asc,0.2,Infomap,P,117.0
Dancer 03,betweenness asc,0.2,Infomap,P*/P,0.042735042735042736
Dancer 03,betweenness asc,0.2,Infomap,Modularity,0.6352332833574426
Dancer 03,betweenness asc,0.2,Infomap,NMI,0.4913570450931047
Dancer 03,betweenness asc,0.2,Label Propagation,P,25.0
Dancer 03,betweenness asc,0.2,Label Propagation,P*/P,0.2
Dancer 03,betweenness asc,0.2,Label Propagation,Modularity,0.6553195647186358
Dancer 03,betweenness asc,0.2,Label Propagation,NMI,0.6745630933552585
Dancer 03,betweenness asc,0.2,Louvain,P,29.0
Dancer 03,betweenness asc,0.2,Louvain,P*/P,0.1724137931034483
Dancer 03,betweenness asc,0.2,Louvain,Modularity,0.6587566675858822
Dancer 03,betweenness asc,0.2,Louvain,NMI,0.6392364936095387
Dancer 03,betweenness desc,0.2,Louvain-igraph,P,123.0
Dancer 03,betweenness desc,0.2,Louvain-igraph,P*/P,0.04065040650406504
Dancer 03,betweenness desc,0.2,Louvain-igraph,Modularity,0.7123266104289305
Dancer 03,betweenness desc,0.2,Louvain-igraph,NMI,0.6020600151101189
Dancer 03,betweenness desc,0.2,Fastgreedy,P,124.0
Dancer 03,betweenness desc,0.2,Fastgreedy,P*/P,0.04032258064516129
Dancer 03,betweenness desc,0.2,Fastgreedy,Modularity,0.7118626402777085
Dancer 03,betweenness desc,0.2,Fastgreedy,NMI,0.6034286478466856
Dancer 03,betweenness desc,0.2,Infomap,P,214.0
Dancer 03,betweenness desc,0.2,Infomap,P*/P,0.02336448598130841
Dancer 03,betweenness desc,0.2,Infomap,Modularity,0.6938229311714963
Dancer 03,betweenness desc,0.2,Infomap,NMI,0.5033384801929621
Dancer 03,betweenness desc,0.2,Label Propagation,P,118.0
Dancer 03,betweenness desc,0.2,Label Propagation,P*/P,0.0423728813559322
Dancer 03,betweenness desc,0.2,Label Propagation,Modularity,0.7105838403472924
Dancer 03,betweenness desc,0.2,Label Propagation,NMI,0.6348067206779924
Dancer 03,betweenness desc,0.2,Louvain,P,122.0
Dancer 03,betweenness desc,0.2,Louvain,P*/P,0.040983606557377046
Dancer 03,betweenness desc,0.2,Louvain,Modularity,0.7123488626509851
Dancer 03,betweenness desc,0.2,Louvain,NMI,0.6019832783306711
Dancer 03,betweenness asc,0.30000000000000004,Louvain-igraph,P,47.0
Dancer 03,betweenness asc,0.30000000000000004,Louvain-igraph,P*/P,0.10638297872340426
Dancer 03,betweenness asc,0.30000000000000004,Louvain-igraph,Modularity,0.6621871336937944
Dancer 03,betweenness asc,0.30000000000000004,Louvain-igraph,NMI,0.5984574093831893
Dancer 03,betweenness asc,0.30000000000000004,Fastgreedy,P,47.0
Dancer 03,betweenness asc,0.30000000000000004,Fastgreedy,P*/P,0.10638297872340426
Dancer 03,betweenness asc,0.30000000000000004,Fastgreedy,Modularity,0.6597126614414818
Dancer 03,betweenness asc,0.30000000000000004,Fastgreedy,NMI,0.5912635167463277
Dancer 03,betweenness asc,0.30000000000000004,Infomap,P,147.0
Dancer 03,betweenness asc,0.30000000000000004,Infomap,P*/P,0.034013605442176874
Dancer 03,betweenness asc,0.30000000000000004,Infomap,Modularity,0.6347198526023238
Dancer 03,betweenness asc,0.30000000000000004,Infomap,NMI,0.46698440952369574
Dancer 03,betweenness asc,0.30000000000000004,Label Propagation,P,40.0
Dancer 03,betweenness asc,0.30000000000000004,Label Propagation,P*/P,0.125
Dancer 03,betweenness asc,0.30000000000000004,Label Propagation,Modularity,0.6587620615090838
Dancer 03,betweenness asc,0.30000000000000004,Label Propagation,NMI,0.6436481602341436
Dancer 03,betweenness asc,0.30000000000000004,Louvain,P,48.0
Dancer 03,betweenness asc,0.30000000000000004,Louvain,P*/P,0.10416666666666667
Dancer 03,betweenness asc,0.30000000000000004,Louvain,Modularity,0.6621942113267024
Dancer 03,betweenness asc,0.30000000000000004,Louvain,NMI,0.5953026131159691
Dancer 03,betweenness desc,0.30000000000000004,Louvain-igraph,P,266.0
Dancer 03,betweenness desc,0.30000000000000004,Louvain-igraph,P*/P,0.018796992481203006
Dancer 03,betweenness desc,0.30000000000000004,Louvain-igraph,Modularity,0.7341104124388763
Dancer 03,betweenness desc,0.30000000000000004,Louvain-igraph,NMI,0.5920549590155421
Dancer 03,betweenness desc,0.30000000000000004,Fastgreedy,P,266.0
Dancer 03,betweenness desc,0.30000000000000004,Fastgreedy,P*/P,0.018796992481203006
Dancer 03,betweenness desc,0.30000000000000004,Fastgreedy,Modularity,0.7334993225478731
Dancer 03,betweenness desc,0.30000000000000004,Fastgreedy,NMI,0.5901988344471785
Dancer 03,betweenness desc,0.30000000000000004,Infomap,P,359.0
Dancer 03,betweenness desc,0.30000000000000004,Infomap,P*/P,0.013927576601671309
Dancer 03,betweenness desc,0.30000000000000004,Infomap,Modularity,0.7139192495832362
Dancer 03,betweenness desc,0.30000000000000004,Infomap,NMI,0.5034547101257291
Dancer 03,betweenness desc,0.30000000000000004,Label Propagation,P,259.0
Dancer 03,betweenness desc,0.30000000000000004,Label Propagation,P*/P,0.019305019305019305
Dancer 03,betweenness desc,0.30000000000000004,Label Propagation,Modularity,0.7322534090770519
Dancer 03,betweenness desc,0.30000000000000004,Label Propagation,NMI,0.6059559058380635
Dancer 03,betweenness desc,0.30000000000000004,Louvain,P,265.0
Dancer 03,betweenness desc,0.30000000000000004,Louvain,P*/P,0.018867924528301886
Dancer 03,betweenness desc,0.30000000000000004,Louvain,Modularity,0.7341323955746275
Dancer 03,betweenness desc,0.30000000000000004,Louvain,NMI,0.5932326791160075
Dancer 03,betweenness asc,0.4,Louvain-igraph,P,82.0
Dancer 03,betweenness asc,0.4,Louvain-igraph,P*/P,0.06097560975609756
Dancer 03,betweenness asc,0.4,Louvain-igraph,Modularity,0.6691251647711408
Dancer 03,betweenness asc,0.4,Louvain-igraph,NMI,0.5711870812744614
Dancer 03,betweenness asc,0.4,Fastgreedy,P,80.0
Dancer 03,betweenness asc,0.4,Fastgreedy,P*/P,0.0625
Dancer 03,betweenness asc,0.4,Fastgreedy,Modularity,0.6672937757379933
Dancer 03,betweenness asc,0.4,Fastgreedy,NMI,0.5736036612612276
Dancer 03,betweenness asc,0.4,Infomap,P,184.0
Dancer 03,betweenness asc,0.4,Infomap,P*/P,0.02717391304347826
Dancer 03,betweenness asc,0.4,Infomap,Modularity,0.6334554790689306
Dancer 03,betweenness asc,0.4,Infomap,NMI,0.44570738431203366
Dancer 03,betweenness asc,0.4,Label Propagation,P,74.0
Dancer 03,betweenness asc,0.4,Label Propagation,P*/P,0.06756756756756757
Dancer 03,betweenness asc,0.4,Label Propagation,Modularity,0.6653946389325793
Dancer 03,betweenness asc,0.4,Label Propagation,NMI,0.6198302113324772
Dancer 03,betweenness asc,0.4,Louvain,P,83.0
Dancer 03,betweenness asc,0.4,Louvain,P*/P,0.060240963855421686
Dancer 03,betweenness asc,0.4,Louvain,Modularity,0.6690910477322118
Dancer 03,betweenness asc,0.4,Louvain,NMI,0.5690735880888866
Dancer 03,betweenness desc,0.4,Louvain-igraph,P,425.0
Dancer 03,betweenness desc,0.4,Louvain-igraph,P*/P,0.011764705882352941
Dancer 03,betweenness desc,0.4,Louvain-igraph,Modularity,0.7527075388000534
Dancer 03,betweenness desc,0.4,Louvain-igraph,NMI,0.5542163006313112
Dancer 03,betweenness desc,0.4,Fastgreedy,P,426.0
Dancer 03,betweenness desc,0.4,Fastgreedy,P*/P,0.011737089201877934
Dancer 03,betweenness desc,0.4,Fastgreedy,Modularity,0.752253783262978
Dancer 03,betweenness desc,0.4,Fastgreedy,NMI,0.5498326767635614
Dancer 03,betweenness desc,0.4,Infomap,P,517.0
Dancer 03,betweenness desc,0.4,Infomap,P*/P,0.009671179883945842
Dancer 03,betweenness desc,0.4,Infomap,Modularity,0.7319268741633916
Dancer 03,betweenness desc,0.4,Infomap,NMI,0.4876887280707354
Dancer 03,betweenness desc,0.4,Label Propagation,P,424.0
Dancer 03,betweenness desc,0.4,Label Propagation,P*/P,0.01179245283018868
Dancer 03,betweenness desc,0.4,Label Propagation,Modularity,0.7517425491067059
Dancer 03,betweenness desc,0.4,Label Propagation,NMI,0.5572139274113114
Dancer 03,betweenness desc,0.4,Louvain,P,424.0
Dancer 03,betweenness desc,0.4,Louvain,P*/P,0.01179245283018868
Dancer 03,betweenness desc,0.4,Louvain,Modularity,0.752605047194985
Dancer 03,betweenness desc,0.4,Louvain,NMI,0.5548863390812283
Dancer 03,betweenness asc,0.5,Louvain-igraph,P,153.0
Dancer 03,betweenness asc,0.5,Louvain-igraph,P*/P,0.032679738562091505
Dancer 03,betweenness asc,0.5,Louvain-igraph,Modularity,0.6719760022847706
Dancer 03,betweenness asc,0.5,Louvain-igraph,NMI,0.5419989216282003
Dancer 03,betweenness asc,0.5,Fastgreedy,P,153.0
Dancer 03,betweenness asc,0.5,Fastgreedy,P*/P,0.032679738562091505
Dancer 03,betweenness asc,0.5,Fastgreedy,Modularity,0.6692378660021184
Dancer 03,betweenness asc,0.5,Fastgreedy,NMI,0.5351238679241765
Dancer 03,betweenness asc,0.5,Infomap,P,250.0
Dancer 03,betweenness asc,0.5,Infomap,P*/P,0.02
Dancer 03,betweenness asc,0.5,Infomap,Modularity,0.6397489708997763
Dancer 03,betweenness asc,0.5,Infomap,NMI,0.4326276417833789
Dancer 03,betweenness asc,0.5,Label Propagation,P,143.0
Dancer 03,betweenness asc,0.5,Label Propagation,P*/P,0.03496503496503497
Dancer 03,betweenness asc,0.5,Label Propagation,Modularity,0.6672430488434742
Dancer 03,betweenness asc,0.5,Label Propagation,NMI,0.5691437324841362
Dancer 03,betweenness asc,0.5,Louvain,P,153.0
Dancer 03,betweenness asc,0.5,Louvain,P*/P,0.032679738562091505
Dancer 03,betweenness asc,0.5,Louvain,Modularity,0.6720507411137608
Dancer 03,betweenness asc,0.5,Louvain,NMI,0.5398553491247876
Dancer 03,betweenness desc,0.5,Louvain-igraph,P,571.0
Dancer 03,betweenness desc,0.5,Louvain-igraph,P*/P,0.008756567425569177
Dancer 03,betweenness desc,0.5,Louvain-igraph,Modularity,0.766131914468871
Dancer 03,betweenness desc,0.5,Louvain-igraph,NMI,0.5297883074107707
Dancer 03,betweenness desc,0.5,Fastgreedy,P,569.0
Dancer 03,betweenness desc,0.5,Fastgreedy,P*/P,0.008787346221441126
Dancer 03,betweenness desc,0.5,Fastgreedy,Modularity,0.7658404322577665
Dancer 03,betweenness desc,0.5,Fastgreedy,NMI,0.5293376129701726
Dancer 03,betweenness desc,0.5,Infomap,P,663.0
Dancer 03,betweenness desc,0.5,Infomap,P*/P,0.007541478129713424
Dancer 03,betweenness desc,0.5,Infomap,Modularity,0.7455481360578764
Dancer 03,betweenness desc,0.5,Infomap,NMI,0.4817865010667692
Dancer 03,betweenness desc,0.5,Label Propagation,P,569.0
Dancer 03,betweenness desc,0.5,Label Propagation,P*/P,0.008787346221441126
Dancer 03,betweenness desc,0.5,Label Propagation,Modularity,0.7651351049828066
Dancer 03,betweenness desc,0.5,Label Propagation,NMI,0.5372983553411584
Dancer 03,betweenness desc,0.5,Louvain,P,571.0
Dancer 03,betweenness desc,0.5,Louvain,P*/P,0.008756567425569177
Dancer 03,betweenness desc,0.5,Louvain,Modularity,0.7660406966850819
Dancer 03,betweenness desc,0.5,Louvain,NMI,0.5288082787629517
Dancer 03,betweenness asc,0.6000000000000001,Louvain-igraph,P,226.0
Dancer 03,betweenness asc,0.6000000000000001,Louvain-igraph,P*/P,0.022123893805309734
Dancer 03,betweenness asc,0.6000000000000001,Louvain-igraph,Modularity,0.6790498317022206
Dancer 03,betweenness asc,0.6000000000000001,Louvain-igraph,NMI,0.5169485642978784
Dancer 03,betweenness asc,0.6000000000000001,Fastgreedy,P,223.0
Dancer 03,betweenness asc,0.6000000000000001,Fastgreedy,P*/P,0.02242152466367713
Dancer 03,betweenness asc,0.6000000000000001,Fastgreedy,Modularity,0.6780284240301757
Dancer 03,betweenness asc,0.6000000000000001,Fastgreedy,NMI,0.5171362955619819
Dancer 03,betweenness asc,0.6000000000000001,Infomap,P,334.0
Dancer 03,betweenness asc,0.6000000000000001,Infomap,P*/P,0.014970059880239521
Dancer 03,betweenness asc,0.6000000000000001,Infomap,Modularity,0.6345530840005902
Dancer 03,betweenness asc,0.6000000000000001,Infomap,NMI,0.4203490112349874
Dancer 03,betweenness asc,0.6000000000000001,Label Propagation,P,221.0
Dancer 03,betweenness asc,0.6000000000000001,Label Propagation,P*/P,0.02262443438914027
Dancer 03,betweenness asc,0.6000000000000001,Label Propagation,Modularity,0.675377797821428
Dancer 03,betweenness asc,0.6000000000000001,Label Propagation,NMI,0.535996536893789
Dancer 03,betweenness asc,0.6000000000000001,Louvain,P,227.0
Dancer 03,betweenness asc,0.6000000000000001,Louvain,P*/P,0.022026431718061675
Dancer 03,betweenness asc,0.6000000000000001,Louvain,Modularity,0.6790358220820789
Dancer 03,betweenness asc,0.6000000000000001,Louvain,NMI,0.5167961597650466
Dancer 03,betweenness desc,0.6000000000000001,Louvain-igraph,P,734.0
Dancer 03,betweenness desc,0.6000000000000001,Louvain-igraph,P*/P,0.006811989100817439
Dancer 03,betweenness desc,0.6000000000000001,Louvain-igraph,Modularity,0.774897264811602
Dancer 03,betweenness desc,0.6000000000000001,Louvain-igraph,NMI,0.5020863116727217
Dancer 03,betweenness desc,0.6000000000000001,Fastgreedy,P,733.0
Dancer 03,betweenness desc,0.6000000000000001,Fastgreedy,P*/P,0.0068212824010914054
Dancer 03,betweenness desc,0.6000000000000001,Fastgreedy,Modularity,0.774601780346174
Dancer 03,betweenness desc,0.6000000000000001,Fastgreedy,NMI,0.5036760169334721
Dancer 03,betweenness desc,0.6000000000000001,Infomap,P,826.0
Dancer 03,betweenness desc,0.6000000000000001,Infomap,P*/P,0.006053268765133172
Dancer 03,betweenness desc,0.6000000000000001,Infomap,Modularity,0.7538273735213925
Dancer 03,betweenness desc,0.6000000000000001,Infomap,NMI,0.4630454629784784
Dancer 03,betweenness desc,0.6000000000000001,Label Propagation,P,732.0
Dancer 03,betweenness desc,0.6000000000000001,Label Propagation,P*/P,0.006830601092896175
Dancer 03,betweenness desc,0.6000000000000001,Label Propagation,Modularity,0.7743582074493491
Dancer 03,betweenness desc,0.6000000000000001,Label Propagation,NMI,0.5093356836801303
Dancer 03,betweenness desc,0.6000000000000001,Louvain,P,733.0
Dancer 03,betweenness desc,0.6000000000000001,Louvain,P*/P,0.0068212824010914054
Dancer 03,betweenness desc,0.6000000000000001,Louvain,Modularity,0.7749069712599173
Dancer 03,betweenness desc,0.6000000000000001,Louvain,NMI,0.5024091327005757
Dancer 03,betweenness asc,0.7000000000000001,Louvain-igraph,P,337.0
Dancer 03,betweenness asc,0.7000000000000001,Louvain-igraph,P*/P,0.01483679525222552
Dancer 03,betweenness asc,0.7000000000000001,Louvain-igraph,Modularity,0.6924826060377453
Dancer 03,betweenness asc,0.7000000000000001,Louvain-igraph,NMI,0.4691845900429393
Dancer 03,betweenness asc,0.7000000000000001,Fastgreedy,P,338.0
Dancer 03,betweenness asc,0.7000000000000001,Fastgreedy,P*/P,0.014792899408284023
Dancer 03,betweenness asc,0.7000000000000001,Fastgreedy,Modularity,0.6915238923882236
Dancer 03,betweenness asc,0.7000000000000001,Fastgreedy,NMI,0.4706391338201354
Dancer 03,betweenness asc,0.7000000000000001,Infomap,P,441.0
Dancer 03,betweenness asc,0.7000000000000001,Infomap,P*/P,0.011337868480725623
Dancer 03,betweenness asc,0.7000000000000001,Infomap,Modularity,0.6297590189370416
Dancer 03,betweenness asc,0.7000000000000001,Infomap,NMI,0.4020754556239133
Dancer 03,betweenness asc,0.7000000000000001,Label Propagation,P,331.0
Dancer 03,betweenness asc,0.7000000000000001,Label Propagation,P*/P,0.015105740181268883
Dancer 03,betweenness asc,0.7000000000000001,Label Propagation,Modularity,0.688244820240272
Dancer 03,betweenness asc,0.7000000000000001,Label Propagation,NMI,0.5048081772345291
Dancer 03,betweenness asc,0.7000000000000001,Louvain,P,338.0
Dancer 03,betweenness asc,0.7000000000000001,Louvain,P*/P,0.014792899408284023
Dancer 03,betweenness asc,0.7000000000000001,Louvain,Modularity,0.6921617740289642
Dancer 03,betweenness asc,0.7000000000000001,Louvain,NMI,0.4672471669314799
Dancer 03,betweenness desc,0.7000000000000001,Louvain-igraph,P,907.0
Dancer 03,betweenness desc,0.7000000000000001,Louvain-igraph,P*/P,0.005512679162072767
Dancer 03,betweenness desc,0.7000000000000001,Louvain-igraph,Modularity,0.7835852691681988
Dancer 03,betweenness desc,0.7000000000000001,Louvain-igraph,NMI,0.48301881888655035
Dancer 03,betweenness desc,0.7000000000000001,Fastgreedy,P,907.0
Dancer 03,betweenness desc,0.7000000000000001,Fastgreedy,P*/P,0.005512679162072767
Dancer 03,betweenness desc,0.7000000000000001,Fastgreedy,Modularity,0.7835574632951663
Dancer 03,betweenness desc,0.7000000000000001,Fastgreedy,NMI,0.48284798556643016
Dancer 03,betweenness desc,0.7000000000000001,Infomap,P,998.0
Dancer 03,betweenness desc,0.7000000000000001,Infomap,P*/P,0.00501002004008016
Dancer 03,betweenness desc,0.7000000000000001,Infomap,Modularity,0.7549125834359883
Dancer 03,betweenness desc,0.7000000000000001,Infomap,NMI,0.43812597878284304
Dancer 03,betweenness desc,0.7000000000000001,Label Propagation,P,904.0
Dancer 03,betweenness desc,0.7000000000000001,Label Propagation,P*/P,0.0055309734513274336
Dancer 03,betweenness desc,0.7000000000000001,Label Propagation,Modularity,0.7831293090457763
Dancer 03,betweenness desc,0.7000000000000001,Label Propagation,NMI,0.4845247782509794
Dancer 03,betweenness desc,0.7000000000000001,Louvain,P,907.0
Dancer 03,betweenness desc,0.7000000000000001,Louvain,P*/P,0.005512679162072767
Dancer 03,betweenness desc,0.7000000000000001,Louvain,Modularity,0.7835852691681988
Dancer 03,betweenness desc,0.7000000000000001,Louvain,NMI,0.48301881888655035
Dancer 03,betweenness asc,0.8,Louvain-igraph,P,578.0
Dancer 03,betweenness asc,0.8,Louvain-igraph,P*/P,0.00865051903114187
Dancer 03,betweenness asc,0.8,Louvain-igraph,Modularity,0.7057266221681419
Dancer 03,betweenness asc,0.8,Louvain-igraph,NMI,0.4139590714377426
Dancer 03,betweenness asc,0.8,Fastgreedy,P,582.0
Dancer 03,betweenness asc,0.8,Fastgreedy,P*/P,0.00859106529209622
Dancer 03,betweenness asc,0.8,Fastgreedy,Modularity,0.7064156402062117
Dancer 03,betweenness asc,0.8,Fastgreedy,NMI,0.4160350450762135
Dancer 03,betweenness asc,0.8,Infomap,P,677.0
Dancer 03,betweenness asc,0.8,Infomap,P*/P,0.007385524372230428
Dancer 03,betweenness asc,0.8,Infomap,Modularity,0.6407262878821954
Dancer 03,betweenness asc,0.8,Infomap,NMI,0.37136870574756825
Dancer 03,betweenness asc,0.8,Label Propagation,P,572.0
Dancer 03,betweenness asc,0.8,Label Propagation,P*/P,0.008741258741258742
Dancer 03,betweenness asc,0.8,Label Propagation,Modularity,0.7023929038994758
