dataset,modification,percentage,method,metric,value
Email EU,random asc,0.7000000000000001,Label Propagation,NMI,0.22143357374252
Email EU,random asc,0.7000000000000001,Louvain,P,147.0
Email EU,random asc,0.7000000000000001,Louvain,P*/P,0.2857142857142857
Email EU,random asc,0.7000000000000001,Louvain,Modularity,0.4273373392331399
Email EU,random asc,0.7000000000000001,Louvain,NMI,0.5228030511436638
Email EU,random asc,0.8,Louvain-igraph,P,190.0
Email EU,random asc,0.8,Louvain-igraph,P*/P,0.22105263157894736
Email EU,random asc,0.8,Louvain-igraph,Modularity,0.4351031141093571
Email EU,random asc,0.8,Louvain-igraph,NMI,0.494876900348657
Email EU,random asc,0.8,Fastgreedy,P,188.0
Email EU,random asc,0.8,Fastgreedy,P*/P,0.22340425531914893
Email EU,random asc,0.8,Fastgreedy,Modularity,0.4262360475538557
Email EU,random asc,0.8,Fastgreedy,NMI,0.4740225349735912
Email EU,random asc,0.8,Infomap,P,233.0
Email EU,random asc,0.8,Infomap,P*/P,0.18025751072961374
Email EU,random asc,0.8,Infomap,Modularity,0.401752228366534
Email EU,random asc,0.8,Infomap,NMI,0.5813510584267787
Email EU,random asc,0.8,Label Propagation,P,180.0
Email EU,random asc,0.8,Label Propagation,P*/P,0.23333333333333334
Email EU,random asc,0.8,Label Propagation,Modularity,0.0012443612158006881
Email EU,random asc,0.8,Label Propagation,NMI,0.25483667268828497
Email EU,random asc,0.8,Louvain,P,192.0
Email EU,random asc,0.8,Louvain,P*/P,0.21875
Email EU,random asc,0.8,Louvain,Modularity,0.427124614067365
Email EU,random asc,0.8,Louvain,NMI,0.4975258973379541
Email EU,random asc,0.9,Louvain-igraph,P,296.0
Email EU,random asc,0.9,Louvain-igraph,P*/P,0.14189189189189189
Email EU,random asc,0.9,Louvain-igraph,Modularity,0.529861770745521
Email EU,random asc,0.9,Louvain-igraph,NMI,0.47997406713066554
Email EU,random asc,0.9,Fastgreedy,P,296.0
Email EU,random asc,0.9,Fastgreedy,P*/P,0.14189189189189189
Email EU,random asc,0.9,Fastgreedy,Modularity,0.5350037890390091
Email EU,random asc,0.9,Fastgreedy,NMI,0.49305040169762043
Email EU,random asc,0.9,Infomap,P,362.0
Email EU,random asc,0.9,Infomap,P*/P,0.11602209944751381
Email EU,random asc,0.9,Infomap,Modularity,0.4779238621943745
Email EU,random asc,0.9,Infomap,NMI,0.5718703436590841
Email EU,random asc,0.9,Label Propagation,P,286.0
Email EU,random asc,0.9,Label Propagation,P*/P,0.14685314685314685
Email EU,random asc,0.9,Label Propagation,Modularity,0.020985312778684043
Email EU,random asc,0.9,Label Propagation,NMI,0.3499775128616097
Email EU,random asc,0.9,Louvain,P,296.0
Email EU,random asc,0.9,Louvain,P*/P,0.14189189189189189
Email EU,random asc,0.9,Louvain,Modularity,0.52847258551863
Email EU,random asc,0.9,Louvain,NMI,0.4769813809421637
Email EU,betweenness asc,0.0,Louvain-igraph,P,27.0
Email EU,betweenness asc,0.0,Louvain-igraph,P*/P,1.5555555555555556
Email EU,betweenness asc,0.0,Louvain-igraph,Modularity,0.4142924884438839
Email EU,betweenness asc,0.0,Louvain-igraph,NMI,0.5948162686932056
Email EU,betweenness asc,0.0,Fastgreedy,P,27.0
Email EU,betweenness asc,0.0,Fastgreedy,P*/P,1.5555555555555556
Email EU,betweenness asc,0.0,Fastgreedy,Modularity,0.34137347599765294
Email EU,betweenness asc,0.0,Fastgreedy,NMI,0.4464039282742338
Email EU,betweenness asc,0.0,Infomap,P,42.0
Email EU,betweenness asc,0.0,Infomap,P*/P,1.0
Email EU,betweenness asc,0.0,Infomap,Modularity,0.39825327363355356
Email EU,betweenness asc,0.0,Infomap,NMI,0.6477273473906953
Email EU,betweenness asc,0.0,Label Propagation,P,20.0
Email EU,betweenness asc,0.0,Label Propagation,P*/P,2.1
Email EU,betweenness asc,0.0,Label Propagation,Modularity,0.0
Email EU,betweenness asc,0.0,Label Propagation,NMI,0.03291866226028452
Email EU,betweenness asc,0.0,Louvain,P,27.0
Email EU,betweenness asc,0.0,Louvain,P*/P,1.5555555555555556
Email EU,betweenness asc,0.0,Louvain,Modularity,0.4080582802164102
Email EU,betweenness asc,0.0,Louvain,NMI,0.5813411764004209
Email EU,betweenness desc,0.0,Louvain-igraph,P,26.0
Email EU,betweenness desc,0.0,Louvain-igraph,P*/P,1.6153846153846154
Email EU,betweenness desc,0.0,Louvain-igraph,Modularity,0.413269177631481
Email EU,betweenness desc,0.0,Louvain-igraph,NMI,0.5684371281530034
Email EU,betweenness desc,0.0,Fastgreedy,P,27.0
Email EU,betweenness desc,0.0,Fastgreedy,P*/P,1.5555555555555556
Email EU,betweenness desc,0.0,Fastgreedy,Modularity,0.34137347599765294
Email EU,betweenness desc,0.0,Fastgreedy,NMI,0.4464039282742338
Email EU,betweenness desc,0.0,Infomap,P,42.0
Email EU,betweenness desc,0.0,Infomap,P*/P,1.0
Email EU,betweenness desc,0.0,Infomap,Modularity,0.39825327363355356
Email EU,betweenness desc,0.0,Infomap,NMI,0.6477273473906953
Email EU,betweenness desc,0.0,Label Propagation,P,20.0
Email EU,betweenness desc,0.0,Label Propagation,P*/P,2.1
Email EU,betweenness desc,0.0,Label Propagation,Modularity,0.0
Email EU,betweenness desc,0.0,Label Propagation,NMI,0.03291866226028452
Email EU,betweenness desc,0.0,Louvain,P,25.0
Email EU,betweenness desc,0.0,Louvain,P*/P,1.68
Email EU,betweenness desc,0.0,Louvain,Modularity,0.4101277363776964
Email EU,betweenness desc,0.0,Louvain,NMI,0.5353867739820471
Email EU,betweenness asc,0.1,Louvain-igraph,P,36.0
Email EU,betweenness asc,0.1,Louvain-igraph,P*/P,1.1666666666666667
Email EU,betweenness asc,0.1,Louvain-igraph,Modularity,0.41792978477869247
Email EU,betweenness asc,0.1,Louvain-igraph,NMI,0.5638500222481603
Email EU,betweenness asc,0.1,Fastgreedy,P,35.0
Email EU,betweenness asc,0.1,Fastgreedy,P*/P,1.2
Email EU,betweenness asc,0.1,Fastgreedy,Modularity,0.34839025096443266
Email EU,betweenness asc,0.1,Fastgreedy,NMI,0.4399506200679691
Email EU,betweenness asc,0.1,Infomap,P,53.0
Email EU,betweenness asc,0.1,Infomap,P*/P,0.7924528301886793
Email EU,betweenness asc,0.1,Infomap,Modularity,0.3984141217492502
Email EU,betweenness asc,0.1,Infomap,NMI,0.652333710981562
Email EU,betweenness asc,0.1,Label Propagation,P,30.0
Email EU,betweenness asc,0.1,Label Propagation,P*/P,1.4
Email EU,betweenness asc,0.1,Label Propagation,Modularity,0.0
Email EU,betweenness asc,0.1,Label Propagation,NMI,0.049287479534609706
Email EU,betweenness asc,0.1,Louvain,P,37.0
Email EU,betweenness asc,0.1,Louvain,P*/P,1.135135135135135
Email EU,betweenness asc,0.1,Louvain,Modularity,0.41227264366726896
Email EU,betweenness asc,0.1,Louvain,NMI,0.5792642739372389
Email EU,betweenness desc,0.1,Louvain-igraph,P,110.0
Email EU,betweenness desc,0.1,Louvain-igraph,P*/P,0.38181818181818183
Email EU,betweenness desc,0.1,Louvain-igraph,Modularity,0.4290318333453537
Email EU,betweenness desc,0.1,Louvain-igraph,NMI,0.6135887408059776
Email EU,betweenness desc,0.1,Fastgreedy,P,108.0
Email EU,betweenness desc,0.1,Fastgreedy,P*/P,0.3888888888888889
Email EU,betweenness desc,0.1,Fastgreedy,Modularity,0.3761202424695372
Email EU,betweenness desc,0.1,Fastgreedy,NMI,0.5001196362943909
Email EU,betweenness desc,0.1,Infomap,P,122.0
Email EU,betweenness desc,0.1,Infomap,P*/P,0.3442622950819672
Email EU,betweenness desc,0.1,Infomap,Modularity,0.41011180136430025
Email EU,betweenness desc,0.1,Infomap,NMI,0.6507308410937621
Email EU,betweenness desc,0.1,Label Propagation,P,103.0
Email EU,betweenness desc,0.1,Label Propagation,P*/P,0.4077669902912621
Email EU,betweenness desc,0.1,Label Propagation,Modularity,0.0004149377513959983
Email EU,betweenness desc,0.1,Label Propagation,NMI,0.16734773504304287
Email EU,betweenness desc,0.1,Louvain,P,110.0
Email EU,betweenness desc,0.1,Louvain,P*/P,0.38181818181818183
Email EU,betweenness desc,0.1,Louvain,Modularity,0.42726694621448813
Email EU,betweenness desc,0.1,Louvain,NMI,0.5950696271517696
Email EU,betweenness asc,0.2,Louvain-igraph,P,48.0
Email EU,betweenness asc,0.2,Louvain-igraph,P*/P,0.875
Email EU,betweenness asc,0.2,Louvain-igraph,Modularity,0.41975539610663926
Email EU,betweenness asc,0.2,Louvain-igraph,NMI,0.5839321512013713
Email EU,betweenness asc,0.2,Fastgreedy,P,47.0
Email EU,betweenness asc,0.2,Fastgreedy,P*/P,0.8936170212765957
Email EU,betweenness asc,0.2,Fastgreedy,Modularity,0.3774321941315863
Email EU,betweenness asc,0.2,Fastgreedy,NMI,0.46666765797555215
Email EU,betweenness asc,0.2,Infomap,P,62.0
Email EU,betweenness asc,0.2,Infomap,P*/P,0.6774193548387096
Email EU,betweenness asc,0.2,Infomap,Modularity,0.40121097155880014
Email EU,betweenness asc,0.2,Infomap,NMI,0.6471859113411057
Email EU,betweenness asc,0.2,Label Propagation,P,40.0
Email EU,betweenness asc,0.2,Label Propagation,P*/P,1.05
Email EU,betweenness asc,0.2,Label Propagation,Modularity,0.0
Email EU,betweenness asc,0.2,Label Propagation,NMI,0.07098548928102623
Email EU,betweenness asc,0.2,Louvain,P,48.0
Email EU,betweenness asc,0.2,Louvain,P*/P,0.875
Email EU,betweenness asc,0.2,Louvain,Modularity,0.41969606470038995
Email EU,betweenness asc,0.2,Louvain,NMI,0.5813881599973297
Email EU,betweenness desc,0.2,Louvain-igraph,P,140.0
Email EU,betweenness desc,0.2,Louvain-igraph,P*/P,0.3
Email EU,betweenness desc,0.2,Louvain-igraph,Modularity,0.4409808948997173
Email EU,betweenness desc,0.2,Louvain-igraph,NMI,0.5707275236388378
Email EU,betweenness desc,0.2,Fastgreedy,P,141.0
Email EU,betweenness desc,0.2,Fastgreedy,P*/P,0.2978723404255319
Email EU,betweenness desc,0.2,Fastgreedy,Modularity,0.3891224851112073
Email EU,betweenness desc,0.2,Fastgreedy,NMI,0.5072618730460183
Email EU,betweenness desc,0.2,Infomap,P,157.0
Email EU,betweenness desc,0.2,Infomap,P*/P,0.267515923566879
Email EU,betweenness desc,0.2,Infomap,Modularity,0.4199989848275307
Email EU,betweenness desc,0.2,Infomap,NMI,0.6439623505225033
Email EU,betweenness desc,0.2,Label Propagation,P,134.0
Email EU,betweenness desc,0.2,Label Propagation,P*/P,0.31343283582089554
Email EU,betweenness desc,0.2,Label Propagation,Modularity,0.09206964073453139
Email EU,betweenness desc,0.2,Label Propagation,NMI,0.2882655653868051
Email EU,betweenness desc,0.2,Louvain,P,140.0
Email EU,betweenness desc,0.2,Louvain,P*/P,0.3
Email EU,betweenness desc,0.2,Louvain,Modularity,0.4413247567242826
Email EU,betweenness desc,0.2,Louvain,NMI,0.6082745332098294
Email EU,betweenness asc,0.30000000000000004,Louvain-igraph,P,73.0
Email EU,betweenness asc,0.30000000000000004,Louvain-igraph,P*/P,0.5753424657534246
Email EU,betweenness asc,0.30000000000000004,Louvain-igraph,Modularity,0.4160877192392805
Email EU,betweenness asc,0.30000000000000004,Louvain-igraph,NMI,0.5984413801855175
Email EU,betweenness asc,0.30000000000000004,Fastgreedy,P,71.0
Email EU,betweenness asc,0.30000000000000004,Fastgreedy,P*/P,0.5915492957746479
Email EU,betweenness asc,0.30000000000000004,Fastgreedy,Modularity,0.3814222061245144
Email EU,betweenness asc,0.30000000000000004,Fastgreedy,NMI,0.48157590920172794
Email EU,betweenness asc,0.30000000000000004,Infomap,P,89.0
Email EU,betweenness asc,0.30000000000000004,Infomap,P*/P,0.47191011235955055
Email EU,betweenness asc,0.30000000000000004,Infomap,Modularity,0.4064327033545465
Email EU,betweenness asc,0.30000000000000004,Infomap,NMI,0.6390703143062169
Email EU,betweenness asc,0.30000000000000004,Label Propagation,P,65.0
Email EU,betweenness asc,0.30000000000000004,Label Propagation,P*/P,0.6461538461538462
Email EU,betweenness asc,0.30000000000000004,Label Propagation,Modularity,0.0
Email EU,betweenness asc,0.30000000000000004,Label Propagation,NMI,0.10777866371647601
Email EU,betweenness asc,0.30000000000000004,Louvain,P,71.0
Email EU,betweenness asc,0.30000000000000004,Louvain,P*/P,0.5915492957746479
Email EU,betweenness asc,0.30000000000000004,Louvain,Modularity,0.4077374282844152
Email EU,betweenness asc,0.30000000000000004,Louvain,NMI,0.5333486996727738
Email EU,betweenness desc,0.30000000000000004,Louvain-igraph,P,183.0
Email EU,betweenness desc,0.30000000000000004,Louvain-igraph,P*/P,0.22950819672131148
Email EU,betweenness desc,0.30000000000000004,Louvain-igraph,Modularity,0.4642694851187258
Email EU,betweenness desc,0.30000000000000004,Louvain-igraph,NMI,0.618320427484826
Email EU,betweenness desc,0.30000000000000004,Fastgreedy,P,182.0
Email EU,betweenness desc,0.30000000000000004,Fastgreedy,P*/P,0.23076923076923078
Email EU,betweenness desc,0.30000000000000004,Fastgreedy,Modularity,0.388517981708584
Email EU,betweenness desc,0.30000000000000004,Fastgreedy,NMI,0.4921323505243957
Email EU,betweenness desc,0.30000000000000004,Infomap,P,201.0
Email EU,betweenness desc,0.30000000000000004,Infomap,P*/P,0.208955223880597
Email EU,betweenness desc,0.30000000000000004,Infomap,Modularity,0.44292060440478376
Email EU,betweenness desc,0.30000000000000004,Infomap,NMI,0.6466904306515494
Email EU,betweenness desc,0.30000000000000004,Label Propagation,P,176.0
Email EU,betweenness desc,0.30000000000000004,Label Propagation,P*/P,0.23863636363636365
Email EU,betweenness desc,0.30000000000000004,Label Propagation,Modularity,0.00035564643027927455
Email EU,betweenness desc,0.30000000000000004,Label Propagation,NMI,0.25390394085584117
Email EU,betweenness desc,0.30000000000000004,Louvain,P,183.0
Email EU,betweenness desc,0.30000000000000004,Louvain,P*/P,0.22950819672131148
Email EU,betweenness desc,0.30000000000000004,Louvain,Modularity,0.45875520388390595
Email EU,betweenness desc,0.30000000000000004,Louvain,NMI,0.627616786287276
Email EU,betweenness asc,0.4,Louvain-igraph,P,77.0
Email EU,betweenness asc,0.4,Louvain-igraph,P*/P,0.5454545454545454
Email EU,betweenness asc,0.4,Louvain-igraph,Modularity,0.4187352447097886
Email EU,betweenness asc,0.4,Louvain-igraph,NMI,0.5959584224690452
Email EU,betweenness asc,0.4,Fastgreedy,P,75.0
Email EU,betweenness asc,0.4,Fastgreedy,P*/P,0.56
Email EU,betweenness asc,0.4,Fastgreedy,Modularity,0.38238319615750754
Email EU,betweenness asc,0.4,Fastgreedy,NMI,0.47978929294345096
Email EU,betweenness asc,0.4,Infomap,P,97.0
Email EU,betweenness asc,0.4,Infomap,P*/P,0.4329896907216495
Email EU,betweenness asc,0.4,Infomap,Modularity,0.39266446512438585
Email EU,betweenness asc,0.4,Infomap,NMI,0.6424302944320395
Email EU,betweenness asc,0.4,Label Propagation,P,69.0
Email EU,betweenness asc,0.4,Label Propagation,P*/P,0.6086956521739131
Email EU,betweenness asc,0.4,Label Propagation,Modularity,0.0
Email EU,betweenness asc,0.4,Label Propagation,NMI,0.12047485110801028
Email EU,betweenness asc,0.4,Louvain,P,76.0
Email EU,betweenness asc,0.4,Louvain,P*/P,0.5526315789473685
Email EU,betweenness asc,0.4,Louvain,Modularity,0.4161569735616348
Email EU,betweenness asc,0.4,Louvain,NMI,0.5859850354442155
Email EU,betweenness desc,0.4,Louvain-igraph,P,192.0
Email EU,betweenness desc,0.4,Louvain-igraph,P*/P,0.21875
Email EU,betweenness desc,0.4,Louvain-igraph,Modularity,0.49871740837059436
Email EU,betweenness desc,0.4,Louvain-igraph,NMI,0.6053500281374761
Email EU,betweenness desc,0.4,Fastgreedy,P,191.0
Email EU,betweenness desc,0.4,Fastgreedy,P*/P,0.2198952879581152
Email EU,betweenness desc,0.4,Fastgreedy,Modularity,0.4536709543819141
Email EU,betweenness desc,0.4,Fastgreedy,NMI,0.5191068690777094
Email EU,betweenness desc,0.4,Infomap,P,213.0
Email EU,betweenness desc,0.4,Infomap,P*/P,0.19718309859154928
Email EU,betweenness desc,0.4,Infomap,Modularity,0.47879178030178166
Email EU,betweenness desc,0.4,Infomap,NMI,0.678134077307123
Email EU,betweenness desc,0.4,Label Propagation,P,187.0
Email EU,betweenness desc,0.4,Label Propagation,P*/P,0.22459893048128343
Email EU,betweenness desc,0.4,Label Propagation,Modularity,0.16743793727717288
Email EU,betweenness desc,0.4,Label Propagation,NMI,0.3747101852585355
Email EU,betweenness desc,0.4,Louvain,P,193.0
Email EU,betweenness desc,0.4,Louvain,P*/P,0.21761658031088082
Email EU,betweenness desc,0.4,Louvain,Modularity,0.5001232963127963
Email EU,betweenness desc,0.4,Louvain,NMI,0.616123592663929
Email EU,betweenness asc,0.5,Louvain-igraph,P,90.0
Email EU,betweenness asc,0.5,Louvain-igraph,P*/P,0.4666666666666667
Email EU,betweenness asc,0.5,Louvain-igraph,Modularity,0.41845551992726315
Email EU,betweenness asc,0.5,Louvain-igraph,NMI,0.5539704899164392
Email EU,betweenness asc,0.5,Fastgreedy,P,91.0
Email EU,betweenness asc,0.5,Fastgreedy,P*/P,0.46153846153846156
Email EU,betweenness asc,0.5,Fastgreedy,Modularity,0.37484094684508973
Email EU,betweenness asc,0.5,Fastgreedy,NMI,0.4470681510299397
Email EU,betweenness asc,0.5,Infomap,P,114.0
Email EU,betweenness asc,0.5,Infomap,P*/P,0.3684210526315789
Email EU,betweenness asc,0.5,Infomap,Modularity,0.3968857745685586
Email EU,betweenness asc,0.5,Infomap,NMI,0.6151814251746062
Email EU,betweenness asc,0.5,Label Propagation,P,84.0
Email EU,betweenness asc,0.5,Label Propagation,P*/P,0.5
Email EU,betweenness asc,0.5,Label Propagation,Modularity,0.0
Email EU,betweenness asc,0.5,Label Propagation,NMI,0.13523693476814871
Email EU,betweenness asc,0.5,Louvain,P,92.0
Email EU,betweenness asc,0.5,Louvain,P*/P,0.45652173913043476
Email EU,betweenness asc,0.5,Louvain,Modularity,0.4193295062404763
Email EU,betweenness asc,0.5,Louvain,NMI,0.526778429084436
Email EU,betweenness desc,0.5,Louvain-igraph,P,217.0
Email EU,betweenness desc,0.5,Louvain-igraph,P*/P,0.1935483870967742
Email EU,betweenness desc,0.5,Louvain-igraph,Modularity,0.5179189399027396
Email EU,betweenness desc,0.5,Louvain-igraph,NMI,0.6251028923734149
Email EU,betweenness desc,0.5,Fastgreedy,P,216.0
Email EU,betweenness desc,0.5,Fastgreedy,P*/P,0.19444444444444445
Email EU,betweenness desc,0.5,Fastgreedy,Modularity,0.4649205871980207
Email EU,betweenness desc,0.5,Fastgreedy,NMI,0.5221071460361294
Email EU,betweenness desc,0.5,Infomap,P,239.0
Email EU,betweenness desc,0.5,Infomap,P*/P,0.17573221757322174
Email EU,betweenness desc,0.5,Infomap,Modularity,0.49982535309459386
Email EU,betweenness desc,0.5,Infomap,NMI,0.6792386922361034
Email EU,betweenness desc,0.5,Label Propagation,P,214.0
Email EU,betweenness desc,0.5,Label Propagation,P*/P,0.19626168224299065
Email EU,betweenness desc,0.5,Label Propagation,Modularity,0.19209824205419357
Email EU,betweenness desc,0.5,Label Propagation,NMI,0.4346137219139032
Email EU,betweenness desc,0.5,Louvain,P,217.0
Email EU,betweenness desc,0.5,Louvain,P*/P,0.1935483870967742
Email EU,betweenness desc,0.5,Louvain,Modularity,0.5188949521262559
Email EU,betweenness desc,0.5,Louvain,NMI,0.6129220916220801
Email EU,betweenness asc,0.6000000000000001,Louvain-igraph,P,107.0
Email EU,betweenness asc,0.6000000000000001,Louvain-igraph,P*/P,0.3925233644859813
Email EU,betweenness asc,0.6000000000000001,Louvain-igraph,Modularity,0.4221034334818411
Email EU,betweenness asc,0.6000000000000001,Louvain-igraph,NMI,0.567377759321377
Email EU,betweenness asc,0.6000000000000001,Fastgreedy,P,104.0
Email EU,betweenness asc,0.6000000000000001,Fastgreedy,P*/P,0.40384615384615385
Email EU,betweenness asc,0.6000000000000001,Fastgreedy,Modularity,0.37481425637308896
Email EU,betweenness asc,0.6000000000000001,Fastgreedy,NMI,0.43932846367784134
Email EU,betweenness asc,0.6000000000000001,Infomap,P,135.0
Email EU,betweenness asc,0.6000000000000001,Infomap,P*/P,0.3111111111111111
Email EU,betweenness asc,0.6000000000000001,Infomap,Modularity,0.40130520860002206
Email EU,betweenness asc,0.6000000000000001,Infomap,NMI,0.6295931510032214
Email EU,betweenness asc,0.6000000000000001,Label Propagation,P,101.0
Email EU,betweenness asc,0.6000000000000001,Label Propagation,P*/P,0.4158415841584158
Email EU,betweenness asc,0.6000000000000001,Label Propagation,Modularity,0.09324549233878981
Email EU,betweenness asc,0.6000000000000001,Label Propagation,NMI,0.2493308816835777
Email EU,betweenness asc,0.6000000000000001,Louvain,P,106.0
Email EU,betweenness asc,0.6000000000000001,Louvain,P*/P,0.39622641509433965
Email EU,betweenness asc,0.6000000000000001,Louvain,Modularity,0.4217547827652
Email EU,betweenness asc,0.6000000000000001,Louvain,NMI,0.5501143813086831
Email EU,betweenness desc,0.6000000000000001,Louvain-igraph,P,239.0
Email EU,betweenness desc,0.6000000000000001,Louvain-igraph,P*/P,0.17573221757322174
Email EU,betweenness desc,0.6000000000000001,Louvain-igraph,Modularity,0.5523672916273746
Email EU,betweenness desc,0.6000000000000001,Louvain-igraph,NMI,0.6036026808313046
Email EU,betweenness desc,0.6000000000000001,Fastgreedy,P,241.0
Email EU,betweenness desc,0.6000000000000001,Fastgreedy,P*/P,0.17427385892116182
Email EU,betweenness desc,0.6000000000000001,Fastgreedy,Modularity,0.5127570878266577
Email EU,betweenness desc,0.6000000000000001,Fastgreedy,NMI,0.5660712124775935
Email EU,betweenness desc,0.6000000000000001,Infomap,P,266.0
Email EU,betweenness desc,0.6000000000000001,Infomap,P*/P,0.15789473684210525
Email EU,betweenness desc,0.6000000000000001,Infomap,Modularity,0.5330304719321759
Email EU,betweenness desc,0.6000000000000001,Infomap,NMI,0.6756534258396769
Email EU,betweenness desc,0.6000000000000001,Label Propagation,P,237.0
Email EU,betweenness desc,0.6000000000000001,Label Propagation,P*/P,0.17721518987341772
Email EU,betweenness desc,0.6000000000000001,Label Propagation,Modularity,0.3714221709017668
Email EU,betweenness desc,0.6000000000000001,Label Propagation,NMI,0.5222594157885194
Email EU,betweenness desc,0.6000000000000001,Louvain,P,239.0
Email EU,betweenness desc,0.6000000000000001,Louvain,P*/P,0.17573221757322174
Email EU,betweenness desc,0.6000000000000001,Louvain,Modularity,0.5515680733682967
Email EU,betweenness desc,0.6000000000000001,Louvain,NMI,0.6100620857025834
Email EU,betweenness asc,0.7000000000000001,Louvain-igraph,P,132.0
Email EU,betweenness asc,0.7000000000000001,Louvain-igraph,P*/P,0.3181818181818182
Email EU,betweenness asc,0.7000000000000001,Louvain-igraph,Modularity,0.4363919138788933
Email EU,betweenness asc,0.7000000000000001,Louvain-igraph,NMI,0.5433058673743025
Email EU,betweenness asc,0.7000000000000001,Fastgreedy,P,134.0
Email EU,betweenness asc,0.7000000000000001,Fastgreedy,P*/P,0.31343283582089554
Email EU,betweenness asc,0.7000000000000001,Fastgreedy,Modularity,0.3900153449492949
Email EU,betweenness asc,0.7000000000000001,Fastgreedy,NMI,0.4752811908329074
Email EU,betweenness asc,0.7000000000000001,Infomap,P,162.0
Email EU,betweenness asc,0.7000000000000001,Infomap,P*/P,0.25925925925925924
Email EU,betweenness asc,0.7000000000000001,Infomap,Modularity,0.40727208553571737
Email EU,betweenness asc,0.7000000000000001,Infomap,NMI,0.621818628390848
Email EU,betweenness asc,0.7000000000000001,Label Propagation,P,125.0
Email EU,betweenness asc,0.7000000000000001,Label Propagation,P*/P,0.336
Email EU,betweenness asc,0.7000000000000001,Label Propagation,Modularity,0.0012430700228990973
Email EU,betweenness asc,0.7000000000000001,Label Propagation,NMI,0.19635686881590622
Email EU,betweenness asc,0.7000000000000001,Louvain,P,131.0
Email EU,betweenness asc,0.7000000000000001,Louvain,P*/P,0.32061068702290074
Email EU,betweenness asc,0.7000000000000001,Louvain,Modularity,0.436786664313631
Email EU,betweenness asc,0.7000000000000001,Louvain,NMI,0.5252358870919527
Email EU,betweenness desc,0.7000000000000001,Louvain-igraph,P,266.0
Email EU,betweenness desc,0.7000000000000001,Louvain-igraph,P*/P,0.15789473684210525
Email EU,betweenness desc,0.7000000000000001,Louvain-igraph,Modularity,0.5962128536010055
Email EU,betweenness desc,0.7000000000000001,Louvain-igraph,NMI,0.6161672841817695
Email EU,betweenness desc,0.7000000000000001,Fastgreedy,P,265.0
Email EU,betweenness desc,0.7000000000000001,Fastgreedy,P*/P,0.15849056603773584
Email EU,betweenness desc,0.7000000000000001,Fastgreedy,Modularity,0.5659986269175806
Email EU,betweenness desc,0.7000000000000001,Fastgreedy,NMI,0.5585442595003818
Email EU,betweenness desc,0.7000000000000001,Infomap,P,290.0
Email EU,betweenness desc,0.7000000000000001,Infomap,P*/P,0.14482758620689656
Email EU,betweenness desc,0.7000000000000001,Infomap,Modularity,0.5747625299151184
Email EU,betweenness desc,0.7000000000000001,Infomap,NMI,0.6795078877436289
Email EU,betweenness desc,0.7000000000000001,Label Propagation,P,266.0
Email EU,betweenness desc,0.7000000000000001,Label Propagation,P*/P,0.15789473684210525
Email EU,betweenness desc,0.7000000000000001,Label Propagation,Modularity,0.5594539091957782
Email EU,betweenness desc,0.7000000000000001,Label Propagation,NMI,0.5899772314342119
Email EU,betweenness desc,0.7000000000000001,Louvain,P,267.0
Email EU,betweenness desc,0.7000000000000001,Louvain,P*/P,0.15730337078651685
Email EU,betweenness desc,0.7000000000000001,Louvain,Modularity,0.5877964179335756
Email EU,betweenness desc,0.7000000000000001,Louvain,NMI,0.6121081003777237
Email EU,betweenness asc,0.8,Louvain-igraph,P,189.0
Email EU,betweenness asc,0.8,Louvain-igraph,P*/P,0.2222222222222222
Email EU,betweenness asc,0.8,Louvain-igraph,Modularity,0.45458459345975144
Email EU,betweenness asc,0.8,Louvain-igraph,NMI,0.4911554465140212
Email EU,betweenness asc,0.8,Fastgreedy,P,188.0
Email EU,betweenness asc,0.8,Fastgreedy,P*/P,0.22340425531914893
Email EU,betweenness asc,0.8,Fastgreedy,Modularity,0.42946314328200413
Email EU,betweenness asc,0.8,Fastgreedy,NMI,0.45729824869244595
Email EU,betweenness asc,0.8,Infomap,P,233.0
Email EU,betweenness asc,0.8,Infomap,P*/P,0.18025751072961374
Email EU,betweenness asc,0.8,Infomap,Modularity,0.4307544368509929
Email EU,betweenness asc,0.8,Infomap,NMI,0.6058702335562837
Email EU,betweenness asc,0.8,Label Propagation,P,181.0
Email EU,betweenness asc,0.8,Label Propagation,P*/P,0.23204419889502761
Email EU,betweenness asc,0.8,Label Propagation,Modularity,0.001865524713879741
Email EU,betweenness asc,0.8,Label Propagation,NMI,0.259760551573197
Email EU,betweenness asc,0.8,Louvain,P,188.0
Email EU,betweenness asc,0.8,Louvain,P*/P,0.22340425531914893
Email EU,betweenness asc,0.8,Louvain,Modularity,0.4636735836915256
Email EU,betweenness asc,0.8,Louvain,NMI,0.5133445733235344
Email EU,betweenness desc,0.8,Louvain-igraph,P,322.0
Email EU,betweenness desc,0.8,Louvain-igraph,P*/P,0.13043478260869565
Email EU,betweenness desc,0.8,Louvain-igraph,Modularity,0.6577854090074665
Email EU,betweenness desc,0.8,Louvain-igraph,NMI,0.6141143043506433
Email EU,betweenness desc,0.8,Fastgreedy,P,322.0
Email EU,betweenness desc,0.8,Fastgreedy,P*/P,0.13043478260869565
Email EU,betweenness desc,0.8,Fastgreedy,Modularity,0.6345351502983183
Email EU,betweenness desc,0.8,Fastgreedy,NMI,0.5794738946119513
Email EU,betweenness desc,0.8,Infomap,P,346.0
