dataset,modification,percentage,method,metric,value
Dancer 03,random asc,0.8,Louvain-igraph,P*/P,0.008880994671403197
Dancer 03,random asc,0.8,Louvain-igraph,Modularity,0.6976118611947496
Dancer 03,random asc,0.8,Louvain-igraph,NMI,0.4300736132375599
Dancer 03,random asc,0.8,Fastgreedy,P,567.0
Dancer 03,random asc,0.8,Fastgreedy,P*/P,0.008818342151675485
Dancer 03,random asc,0.8,Fastgreedy,Modularity,0.7015505519364877
Dancer 03,random asc,0.8,Fastgreedy,NMI,0.42835823159569447
Dancer 03,random asc,0.8,Infomap,P,666.0
Dancer 03,random asc,0.8,Infomap,P*/P,0.0075075075075075074
Dancer 03,random asc,0.8,Infomap,Modularity,0.6043929063306474
Dancer 03,random asc,0.8,Infomap,NMI,0.36935843030103954
Dancer 03,random asc,0.8,Label Propagation,P,570.0
Dancer 03,random asc,0.8,Label Propagation,P*/P,0.008771929824561403
Dancer 03,random asc,0.8,Label Propagation,Modularity,0.6803985174722148
Dancer 03,random asc,0.8,Label Propagation,NMI,0.4218078803187988
Dancer 03,random asc,0.8,Louvain,P,565.0
Dancer 03,random asc,0.8,Louvain,P*/P,0.008849557522123894
Dancer 03,random asc,0.8,Louvain,Modularity,0.6962774646295076
Dancer 03,random asc,0.8,Louvain,NMI,0.4196990664259251
Dancer 03,random asc,0.9,Louvain-igraph,P,992.0
Dancer 03,random asc,0.9,Louvain-igraph,P*/P,0.005040322580645161
Dancer 03,random asc,0.9,Louvain-igraph,Modularity,0.7327706002382653
Dancer 03,random asc,0.9,Louvain-igraph,NMI,0.36769636590160054
Dancer 03,random asc,0.9,Fastgreedy,P,1002.0
Dancer 03,random asc,0.9,Fastgreedy,P*/P,0.00499001996007984
Dancer 03,random asc,0.9,Fastgreedy,Modularity,0.7392935683647018
Dancer 03,random asc,0.9,Fastgreedy,NMI,0.37574265927958056
Dancer 03,random asc,0.9,Infomap,P,1122.0
Dancer 03,random asc,0.9,Infomap,P*/P,0.004456327985739751
Dancer 03,random asc,0.9,Infomap,Modularity,0.5690394927975747
Dancer 03,random asc,0.9,Infomap,NMI,0.3260349728852713
Dancer 03,random asc,0.9,Label Propagation,P,1012.0
Dancer 03,random asc,0.9,Label Propagation,P*/P,0.004940711462450593
Dancer 03,random asc,0.9,Label Propagation,Modularity,0.7073630435255941
Dancer 03,random asc,0.9,Label Propagation,NMI,0.37496627498233825
Dancer 03,random asc,0.9,Louvain,P,993.0
Dancer 03,random asc,0.9,Louvain,P*/P,0.005035246727089627
Dancer 03,random asc,0.9,Louvain,Modularity,0.7328202714556321
Dancer 03,random asc,0.9,Louvain,NMI,0.37050207653467093
Dancer 03,betweenness asc,0.0,Louvain-igraph,P,9.0
Dancer 03,betweenness asc,0.0,Louvain-igraph,P*/P,0.5555555555555556
Dancer 03,betweenness asc,0.0,Louvain-igraph,Modularity,0.6548444321125824
Dancer 03,betweenness asc,0.0,Louvain-igraph,NMI,0.6859220923007882
Dancer 03,betweenness asc,0.0,Fastgreedy,P,9.0
Dancer 03,betweenness asc,0.0,Fastgreedy,P*/P,0.5555555555555556
Dancer 03,betweenness asc,0.0,Fastgreedy,Modularity,0.6535952513889542
Dancer 03,betweenness asc,0.0,Fastgreedy,NMI,0.6711603306217883
Dancer 03,betweenness asc,0.0,Infomap,P,85.0
Dancer 03,betweenness asc,0.0,Infomap,P*/P,0.058823529411764705
Dancer 03,betweenness asc,0.0,Infomap,Modularity,0.6399871785456884
Dancer 03,betweenness asc,0.0,Infomap,NMI,0.5318513280449917
Dancer 03,betweenness asc,0.0,Label Propagation,P,5.0
Dancer 03,betweenness asc,0.0,Label Propagation,P*/P,1.0
Dancer 03,betweenness asc,0.0,Label Propagation,Modularity,0.6519798027303279
Dancer 03,betweenness asc,0.0,Label Propagation,NMI,0.7446481150243306
Dancer 03,betweenness asc,0.0,Louvain,P,9.0
Dancer 03,betweenness asc,0.0,Louvain,P*/P,0.5555555555555556
Dancer 03,betweenness asc,0.0,Louvain,Modularity,0.6548870570783483
Dancer 03,betweenness asc,0.0,Louvain,NMI,0.6879031328870656
Dancer 03,betweenness desc,0.0,Louvain-igraph,P,10.0
Dancer 03,betweenness desc,0.0,Louvain-igraph,P*/P,0.5
Dancer 03,betweenness desc,0.0,Louvain-igraph,Modularity,0.6547855241842417
Dancer 03,betweenness desc,0.0,Louvain-igraph,NMI,0.6823532403384767
Dancer 03,betweenness desc,0.0,Fastgreedy,P,9.0
Dancer 03,betweenness desc,0.0,Fastgreedy,P*/P,0.5555555555555556
Dancer 03,betweenness desc,0.0,Fastgreedy,Modularity,0.6535952513889542
Dancer 03,betweenness desc,0.0,Fastgreedy,NMI,0.6711603306217883
Dancer 03,betweenness desc,0.0,Infomap,P,87.0
Dancer 03,betweenness desc,0.0,Infomap,P*/P,0.05747126436781609
Dancer 03,betweenness desc,0.0,Infomap,Modularity,0.6396538694823112
Dancer 03,betweenness desc,0.0,Infomap,NMI,0.5293738258145664
Dancer 03,betweenness desc,0.0,Label Propagation,P,5.0
Dancer 03,betweenness desc,0.0,Label Propagation,P*/P,1.0
Dancer 03,betweenness desc,0.0,Label Propagation,Modularity,0.6518039358409529
Dancer 03,betweenness desc,0.0,Label Propagation,NMI,0.7466344435204437
Dancer 03,betweenness desc,0.0,Louvain,P,9.0
Dancer 03,betweenness desc,0.0,Louvain,P*/P,0.5555555555555556
Dancer 03,betweenness desc,0.0,Louvain,Modularity,0.6548161341307919
Dancer 03,betweenness desc,0.0,Louvain,NMI,0.6849195426851833
Dancer 03,betweenness asc,0.1,Louvain-igraph,P,13.0
Dancer 03,betweenness asc,0.1,Louvain-igraph,P*/P,0.38461538461538464
Dancer 03,betweenness asc,0.1,Louvain-igraph,Modularity,0.6567363064918869
Dancer 03,betweenness asc,0.1,Louvain-igraph,NMI,0.6520613611449648
Dancer 03,betweenness asc,0.1,Fastgreedy,P,13.0
Dancer 03,betweenness asc,0.1,Fastgreedy,P*/P,0.38461538461538464
Dancer 03,betweenness asc,0.1,Fastgreedy,Modularity,0.6538133889492099
Dancer 03,betweenness asc,0.1,Fastgreedy,NMI,0.6437994953977727
Dancer 03,betweenness asc,0.1,Infomap,P,96.0
Dancer 03,betweenness asc,0.1,Infomap,P*/P,0.052083333333333336
Dancer 03,betweenness asc,0.1,Infomap,Modularity,0.6392817949885679
Dancer 03,betweenness asc,0.1,Infomap,NMI,0.5023870020650025
Dancer 03,betweenness asc,0.1,Label Propagation,P,8.0
Dancer 03,betweenness asc,0.1,Label Propagation,P*/P,0.625
Dancer 03,betweenness asc,0.1,Label Propagation,Modularity,0.6535500154469868
Dancer 03,betweenness asc,0.1,Label Propagation,NMI,0.7271266448433565
Dancer 03,betweenness asc,0.1,Louvain,P,13.0
Dancer 03,betweenness asc,0.1,Louvain,P*/P,0.38461538461538464
Dancer 03,betweenness asc,0.1,Louvain,Modularity,0.6566710214671952
Dancer 03,betweenness asc,0.1,Louvain,NMI,0.649413628427349
Dancer 03,betweenness desc,0.1,Louvain-igraph,P,47.0
Dancer 03,betweenness desc,0.1,Louvain-igraph,P*/P,0.10638297872340426
Dancer 03,betweenness desc,0.1,Louvain-igraph,Modularity,0.6853053370878719
Dancer 03,betweenness desc,0.1,Louvain-igraph,NMI,0.6547937611509169
Dancer 03,betweenness desc,0.1,Fastgreedy,P,45.0
Dancer 03,betweenness desc,0.1,Fastgreedy,P*/P,0.1111111111111111
Dancer 03,betweenness desc,0.1,Fastgreedy,Modularity,0.6842419608690616
Dancer 03,betweenness desc,0.1,Fastgreedy,NMI,0.6646361185844877
Dancer 03,betweenness desc,0.1,Infomap,P,136.0
Dancer 03,betweenness desc,0.1,Infomap,P*/P,0.03676470588235294
Dancer 03,betweenness desc,0.1,Infomap,Modularity,0.6647952750961809
Dancer 03,betweenness desc,0.1,Infomap,NMI,0.516885203863261
Dancer 03,betweenness desc,0.1,Label Propagation,P,43.0
Dancer 03,betweenness desc,0.1,Label Propagation,P*/P,0.11627906976744186
Dancer 03,betweenness desc,0.1,Label Propagation,Modularity,0.6828617523548646
Dancer 03,betweenness desc,0.1,Label Propagation,NMI,0.6951639509301264
Dancer 03,betweenness desc,0.1,Louvain,P,48.0
Dancer 03,betweenness desc,0.1,Louvain,P*/P,0.10416666666666667
Dancer 03,betweenness desc,0.1,Louvain,Modularity,0.6852890032237761
Dancer 03,betweenness desc,0.1,Louvain,NMI,0.653151418959064
Dancer 03,betweenness asc,0.2,Louvain-igraph,P,32.0
Dancer 03,betweenness asc,0.2,Louvain-igraph,P*/P,0.15625
Dancer 03,betweenness asc,0.2,Louvain-igraph,Modularity,0.6600553490857265
Dancer 03,betweenness asc,0.2,Louvain-igraph,NMI,0.625316079967388
Dancer 03,betweenness asc,0.2,Fastgreedy,P,30.0
Dancer 03,betweenness asc,0.2,Fastgreedy,P*/P,0.16666666666666666
Dancer 03,betweenness asc,0.2,Fastgreedy,Modularity,0.6580413991383913
Dancer 03,betweenness asc,0.2,Fastgreedy,NMI,0.6209608295108794
Dancer 03,betweenness asc,0.2,Infomap,P,123.0
Dancer 03,betweenness asc,0.2,Infomap,P*/P,0.04065040650406504
Dancer 03,betweenness asc,0.2,Infomap,Modularity,0.6373826188448203
Dancer 03,betweenness asc,0.2,Infomap,NMI,0.4865248991253988
Dancer 03,betweenness asc,0.2,Label Propagation,P,26.0
Dancer 03,betweenness asc,0.2,Label Propagation,P*/P,0.19230769230769232
Dancer 03,betweenness asc,0.2,Label Propagation,Modularity,0.6571257771117082
Dancer 03,betweenness asc,0.2,Label Propagation,NMI,0.6674361960366918
Dancer 03,betweenness asc,0.2,Louvain,P,29.0
Dancer 03,betweenness asc,0.2,Louvain,P*/P,0.1724137931034483
Dancer 03,betweenness asc,0.2,Louvain,Modularity,0.660192081034888
Dancer 03,betweenness asc,0.2,Louvain,NMI,0.6329570668909003
Dancer 03,betweenness desc,0.2,Louvain-igraph,P,143.0
Dancer 03,betweenness desc,0.2,Louvain-igraph,P*/P,0.03496503496503497
Dancer 03,betweenness desc,0.2,Louvain-igraph,Modularity,0.7116644370020204
Dancer 03,betweenness desc,0.2,Louvain-igraph,NMI,0.6286486024208525
Dancer 03,betweenness desc,0.2,Fastgreedy,P,142.0
Dancer 03,betweenness desc,0.2,Fastgreedy,P*/P,0.035211267605633804
Dancer 03,betweenness desc,0.2,Fastgreedy,Modularity,0.71098983892391
Dancer 03,betweenness desc,0.2,Fastgreedy,NMI,0.630609911447435
Dancer 03,betweenness desc,0.2,Infomap,P,229.0
Dancer 03,betweenness desc,0.2,Infomap,P*/P,0.021834061135371178
Dancer 03,betweenness desc,0.2,Infomap,Modularity,0.6930130250554489
Dancer 03,betweenness desc,0.2,Infomap,NMI,0.5125402261213114
Dancer 03,betweenness desc,0.2,Label Propagation,P,140.0
Dancer 03,betweenness desc,0.2,Label Propagation,P*/P,0.03571428571428571
Dancer 03,betweenness desc,0.2,Label Propagation,Modularity,0.7096305750922743
Dancer 03,betweenness desc,0.2,Label Propagation,NMI,0.6607339516026247
Dancer 03,betweenness desc,0.2,Louvain,P,143.0
Dancer 03,betweenness desc,0.2,Louvain,P*/P,0.03496503496503497
Dancer 03,betweenness desc,0.2,Louvain,Modularity,0.7117239069506565
Dancer 03,betweenness desc,0.2,Louvain,NMI,0.63237730964184
Dancer 03,betweenness asc,0.30000000000000004,Louvain-igraph,P,45.0
Dancer 03,betweenness asc,0.30000000000000004,Louvain-igraph,P*/P,0.1111111111111111
Dancer 03,betweenness asc,0.30000000000000004,Louvain-igraph,Modularity,0.6598787615376136
Dancer 03,betweenness asc,0.30000000000000004,Louvain-igraph,NMI,0.6218685821551352
Dancer 03,betweenness asc,0.30000000000000004,Fastgreedy,P,46.0
Dancer 03,betweenness asc,0.30000000000000004,Fastgreedy,P*/P,0.10869565217391304
Dancer 03,betweenness asc,0.30000000000000004,Fastgreedy,Modularity,0.659255544799424
Dancer 03,betweenness asc,0.30000000000000004,Fastgreedy,NMI,0.6205956720423919
Dancer 03,betweenness asc,0.30000000000000004,Infomap,P,133.0
Dancer 03,betweenness asc,0.30000000000000004,Infomap,P*/P,0.03759398496240601
Dancer 03,betweenness asc,0.30000000000000004,Infomap,Modularity,0.6341999423119357
Dancer 03,betweenness asc,0.30000000000000004,Infomap,NMI,0.4893930937889846
Dancer 03,betweenness asc,0.30000000000000004,Label Propagation,P,39.0
Dancer 03,betweenness asc,0.30000000000000004,Label Propagation,P*/P,0.1282051282051282
Dancer 03,betweenness asc,0.30000000000000004,Label Propagation,Modularity,0.6558948997156181
Dancer 03,betweenness asc,0.30000000000000004,Label Propagation,NMI,0.6732610568391822
Dancer 03,betweenness asc,0.30000000000000004,Louvain,P,45.0
Dancer 03,betweenness asc,0.30000000000000004,Louvain,P*/P,0.1111111111111111
Dancer 03,betweenness asc,0.30000000000000004,Louvain,Modularity,0.6599197109829747
Dancer 03,betweenness asc,0.30000000000000004,Louvain,NMI,0.6188198369791162
Dancer 03,betweenness desc,0.30000000000000004,Louvain-igraph,P,254.0
Dancer 03,betweenness desc,0.30000000000000004,Louvain-igraph,P*/P,0.01968503937007874
Dancer 03,betweenness desc,0.30000000000000004,Louvain-igraph,Modularity,0.732903169915778
Dancer 03,betweenness desc,0.30000000000000004,Louvain-igraph,NMI,0.5800621193423963
Dancer 03,betweenness desc,0.30000000000000004,Fastgreedy,P,256.0
Dancer 03,betweenness desc,0.30000000000000004,Fastgreedy,P*/P,0.01953125
Dancer 03,betweenness desc,0.30000000000000004,Fastgreedy,Modularity,0.7325493815538169
Dancer 03,betweenness desc,0.30000000000000004,Fastgreedy,NMI,0.5754848865256441
Dancer 03,betweenness desc,0.30000000000000004,Infomap,P,364.0
Dancer 03,betweenness desc,0.30000000000000004,Infomap,P*/P,0.013736263736263736
Dancer 03,betweenness desc,0.30000000000000004,Infomap,Modularity,0.7092177840599071
Dancer 03,betweenness desc,0.30000000000000004,Infomap,NMI,0.4895278462221425
Dancer 03,betweenness desc,0.30000000000000004,Label Propagation,P,253.0
Dancer 03,betweenness desc,0.30000000000000004,Label Propagation,P*/P,0.019762845849802372
Dancer 03,betweenness desc,0.30000000000000004,Label Propagation,Modularity,0.731475865803698
Dancer 03,betweenness desc,0.30000000000000004,Label Propagation,NMI,0.6048539634009722
Dancer 03,betweenness desc,0.30000000000000004,Louvain,P,256.0
Dancer 03,betweenness desc,0.30000000000000004,Louvain,P*/P,0.01953125
Dancer 03,betweenness desc,0.30000000000000004,Louvain,Modularity,0.7328715706467012
Dancer 03,betweenness desc,0.30000000000000004,Louvain,NMI,0.5806377160993663
Dancer 03,betweenness asc,0.4,Louvain-igraph,P,89.0
Dancer 03,betweenness asc,0.4,Louvain-igraph,P*/P,0.056179775280898875
Dancer 03,betweenness asc,0.4,Louvain-igraph,Modularity,0.6664395394413716
Dancer 03,betweenness asc,0.4,Louvain-igraph,NMI,0.5653645310458916
Dancer 03,betweenness asc,0.4,Fastgreedy,P,88.0
Dancer 03,betweenness asc,0.4,Fastgreedy,P*/P,0.056818181818181816
Dancer 03,betweenness asc,0.4,Fastgreedy,Modularity,0.6645809010849236
Dancer 03,betweenness asc,0.4,Fastgreedy,NMI,0.5569677599332126
Dancer 03,betweenness asc,0.4,Infomap,P,184.0
Dancer 03,betweenness asc,0.4,Infomap,P*/P,0.02717391304347826
Dancer 03,betweenness asc,0.4,Infomap,Modularity,0.6328147147167117
Dancer 03,betweenness asc,0.4,Infomap,NMI,0.4511390016946306
Dancer 03,betweenness asc,0.4,Label Propagation,P,76.0
Dancer 03,betweenness asc,0.4,Label Propagation,P*/P,0.06578947368421052
Dancer 03,betweenness asc,0.4,Label Propagation,Modularity,0.6616333353534827
Dancer 03,betweenness asc,0.4,Label Propagation,NMI,0.6159052219497656
Dancer 03,betweenness asc,0.4,Louvain,P,89.0
Dancer 03,betweenness asc,0.4,Louvain,P*/P,0.056179775280898875
Dancer 03,betweenness asc,0.4,Louvain,Modularity,0.6663762359618701
Dancer 03,betweenness asc,0.4,Louvain,NMI,0.5669425175896403
Dancer 03,betweenness desc,0.4,Louvain-igraph,P,409.0
Dancer 03,betweenness desc,0.4,Louvain-igraph,P*/P,0.012224938875305624
Dancer 03,betweenness desc,0.4,Louvain-igraph,Modularity,0.7519416993514447
Dancer 03,betweenness desc,0.4,Louvain-igraph,NMI,0.5448647167004886
Dancer 03,betweenness desc,0.4,Fastgreedy,P,410.0
Dancer 03,betweenness desc,0.4,Fastgreedy,P*/P,0.012195121951219513
Dancer 03,betweenness desc,0.4,Fastgreedy,Modularity,0.7516146210175131
Dancer 03,betweenness desc,0.4,Fastgreedy,NMI,0.5429141615962885
Dancer 03,betweenness desc,0.4,Infomap,P,504.0
Dancer 03,betweenness desc,0.4,Infomap,P*/P,0.00992063492063492
Dancer 03,betweenness desc,0.4,Infomap,Modularity,0.7282289524130294
Dancer 03,betweenness desc,0.4,Infomap,NMI,0.47514662007319813
Dancer 03,betweenness desc,0.4,Label Propagation,P,401.0
Dancer 03,betweenness desc,0.4,Label Propagation,P*/P,0.012468827930174564
Dancer 03,betweenness desc,0.4,Label Propagation,Modularity,0.7506485884688421
Dancer 03,betweenness desc,0.4,Label Propagation,NMI,0.5598844929418005
Dancer 03,betweenness desc,0.4,Louvain,P,408.0
Dancer 03,betweenness desc,0.4,Louvain,P*/P,0.012254901960784314
Dancer 03,betweenness desc,0.4,Louvain,Modularity,0.751942226182502
Dancer 03,betweenness desc,0.4,Louvain,NMI,0.5461944735968567
Dancer 03,betweenness asc,0.5,Louvain-igraph,P,155.0
Dancer 03,betweenness asc,0.5,Louvain-igraph,P*/P,0.03225806451612903
Dancer 03,betweenness asc,0.5,Louvain-igraph,Modularity,0.6745937558345948
Dancer 03,betweenness asc,0.5,Louvain-igraph,NMI,0.5310543877095862
Dancer 03,betweenness asc,0.5,Fastgreedy,P,154.0
Dancer 03,betweenness asc,0.5,Fastgreedy,P*/P,0.032467532467532464
Dancer 03,betweenness asc,0.5,Fastgreedy,Modularity,0.6742191241475985
Dancer 03,betweenness asc,0.5,Fastgreedy,NMI,0.5286405083936687
Dancer 03,betweenness asc,0.5,Infomap,P,262.0
Dancer 03,betweenness asc,0.5,Infomap,P*/P,0.019083969465648856
Dancer 03,betweenness asc,0.5,Infomap,Modularity,0.6349871442756388
Dancer 03,betweenness asc,0.5,Infomap,NMI,0.42549730918592704
Dancer 03,betweenness asc,0.5,Label Propagation,P,142.0
Dancer 03,betweenness asc,0.5,Label Propagation,P*/P,0.035211267605633804
Dancer 03,betweenness asc,0.5,Label Propagation,Modularity,0.669055021961864
Dancer 03,betweenness asc,0.5,Label Propagation,NMI,0.5610198786811044
Dancer 03,betweenness asc,0.5,Louvain,P,154.0
Dancer 03,betweenness asc,0.5,Louvain,P*/P,0.032467532467532464
Dancer 03,betweenness asc,0.5,Louvain,Modularity,0.6741969382459886
Dancer 03,betweenness asc,0.5,Louvain,NMI,0.5333497569685671
Dancer 03,betweenness desc,0.5,Louvain-igraph,P,541.0
Dancer 03,betweenness desc,0.5,Louvain-igraph,P*/P,0.009242144177449169
Dancer 03,betweenness desc,0.5,Louvain-igraph,Modularity,0.7688086398024064
Dancer 03,betweenness desc,0.5,Louvain-igraph,NMI,0.5363784961407121
Dancer 03,betweenness desc,0.5,Fastgreedy,P,539.0
Dancer 03,betweenness desc,0.5,Fastgreedy,P*/P,0.00927643784786642
Dancer 03,betweenness desc,0.5,Fastgreedy,Modularity,0.7679443116208001
Dancer 03,betweenness desc,0.5,Fastgreedy,NMI,0.5317373497786421
Dancer 03,betweenness desc,0.5,Infomap,P,646.0
Dancer 03,betweenness desc,0.5,Infomap,P*/P,0.007739938080495356
Dancer 03,betweenness desc,0.5,Infomap,Modularity,0.7433821143851262
Dancer 03,betweenness desc,0.5,Infomap,NMI,0.47418630517755966
Dancer 03,betweenness desc,0.5,Label Propagation,P,543.0
Dancer 03,betweenness desc,0.5,Label Propagation,P*/P,0.009208103130755065
Dancer 03,betweenness desc,0.5,Label Propagation,Modularity,0.7680668106311099
Dancer 03,betweenness desc,0.5,Label Propagation,NMI,0.5389146840709867
Dancer 03,betweenness desc,0.5,Louvain,P,541.0
Dancer 03,betweenness desc,0.5,Louvain,P*/P,0.009242144177449169
Dancer 03,betweenness desc,0.5,Louvain,Modularity,0.7688086398024064
Dancer 03,betweenness desc,0.5,Louvain,NMI,0.5363784961407121
Dancer 03,betweenness asc,0.6000000000000001,Louvain-igraph,P,247.0
Dancer 03,betweenness asc,0.6000000000000001,Louvain-igraph,P*/P,0.020242914979757085
Dancer 03,betweenness asc,0.6000000000000001,Louvain-igraph,Modularity,0.6766938268933651
Dancer 03,betweenness asc,0.6000000000000001,Louvain-igraph,NMI,0.4967615562945611
Dancer 03,betweenness asc,0.6000000000000001,Fastgreedy,P,246.0
Dancer 03,betweenness asc,0.6000000000000001,Fastgreedy,P*/P,0.02032520325203252
Dancer 03,betweenness asc,0.6000000000000001,Fastgreedy,Modularity,0.6742930156117614
Dancer 03,betweenness asc,0.6000000000000001,Fastgreedy,NMI,0.5064728520594025
Dancer 03,betweenness asc,0.6000000000000001,Infomap,P,358.0
Dancer 03,betweenness asc,0.6000000000000001,Infomap,P*/P,0.013966480446927373
Dancer 03,betweenness asc,0.6000000000000001,Infomap,Modularity,0.6343872356254011
Dancer 03,betweenness asc,0.6000000000000001,Infomap,NMI,0.4143812717565919
Dancer 03,betweenness asc,0.6000000000000001,Label Propagation,P,236.0
Dancer 03,betweenness asc,0.6000000000000001,Label Propagation,P*/P,0.0211864406779661
Dancer 03,betweenness asc,0.6000000000000001,Label Propagation,Modularity,0.6729287946621219
Dancer 03,betweenness asc,0.6000000000000001,Label Propagation,NMI,0.5290733298482406
Dancer 03,betweenness asc,0.6000000000000001,Louvain,P,245.0
Dancer 03,betweenness asc,0.6000000000000001,Louvain,P*/P,0.02040816326530612
Dancer 03,betweenness asc,0.6000000000000001,Louvain,Modularity,0.6765499745334888
Dancer 03,betweenness asc,0.6000000000000001,Louvain,NMI,0.49885137984118744
Dancer 03,betweenness desc,0.6000000000000001,Louvain-igraph,P,744.0
Dancer 03,betweenness desc,0.6000000000000001,Louvain-igraph,P*/P,0.006720430107526882
Dancer 03,betweenness desc,0.6000000000000001,Louvain-igraph,Modularity,0.7750766608845324
Dancer 03,betweenness desc,0.6000000000000001,Louvain-igraph,NMI,0.5090981748434791
Dancer 03,betweenness desc,0.6000000000000001,Fastgreedy,P,745.0
Dancer 03,betweenness desc,0.6000000000000001,Fastgreedy,P*/P,0.006711409395973154
Dancer 03,betweenness desc,0.6000000000000001,Fastgreedy,Modularity,0.7748595269671509
Dancer 03,betweenness desc,0.6000000000000001,Fastgreedy,NMI,0.5071782369025206
Dancer 03,betweenness desc,0.6000000000000001,Infomap,P,829.0
Dancer 03,betweenness desc,0.6000000000000001,Infomap,P*/P,0.006031363088057901
Dancer 03,betweenness desc,0.6000000000000001,Infomap,Modularity,0.7526495017923812
Dancer 03,betweenness desc,0.6000000000000001,Infomap,NMI,0.46472884117832564
Dancer 03,betweenness desc,0.6000000000000001,Label Propagation,P,740.0
Dancer 03,betweenness desc,0.6000000000000001,Label Propagation,P*/P,0.006756756756756757
Dancer 03,betweenness desc,0.6000000000000001,Label Propagation,Modularity,0.7746200870602159
Dancer 03,betweenness desc,0.6000000000000001,Label Propagation,NMI,0.5130217659898499
Dancer 03,betweenness desc,0.6000000000000001,Louvain,P,744.0
Dancer 03,betweenness desc,0.6000000000000001,Louvain,P*/P,0.006720430107526882
Dancer 03,betweenness desc,0.6000000000000001,Louvain,Modularity,0.7750766608845325
Dancer 03,betweenness desc,0.6000000000000001,Louvain,NMI,0.5090981748434791
Dancer 03,betweenness asc,0.7000000000000001,Louvain-igraph,P,368.0
Dancer 03,betweenness asc,0.7000000000000001,Louvain-igraph,P*/P,0.01358695652173913
Dancer 03,betweenness asc,0.7000000000000001,Louvain-igraph,Modularity,0.6820209732146335
Dancer 03,betweenness asc,0.7000000000000001,Louvain-igraph,NMI,0.44231278424442316
Dancer 03,betweenness asc,0.7000000000000001,Fastgreedy,P,368.0
Dancer 03,betweenness asc,0.7000000000000001,Fastgreedy,P*/P,0.01358695652173913
Dancer 03,betweenness asc,0.7000000000000001,Fastgreedy,Modularity,0.68145649129781
Dancer 03,betweenness asc,0.7000000000000001,Fastgreedy,NMI,0.4587362503171628
Dancer 03,betweenness asc,0.7000000000000001,Infomap,P,477.0
Dancer 03,betweenness asc,0.7000000000000001,Infomap,P*/P,0.010482180293501049
Dancer 03,betweenness asc,0.7000000000000001,Infomap,Modularity,0.6261397165906102
Dancer 03,betweenness asc,0.7000000000000001,Infomap,NMI,0.38768200408013687
Dancer 03,betweenness asc,0.7000000000000001,Label Propagation,P,359.0
Dancer 03,betweenness asc,0.7000000000000001,Label Propagation,P*/P,0.013927576601671309
Dancer 03,betweenness asc,0.7000000000000001,Label Propagation,Modularity,0.67699972749596
Dancer 03,betweenness asc,0.7000000000000001,Label Propagation,NMI,0.4816341069045005
Dancer 03,betweenness asc,0.7000000000000001,Louvain,P,369.0
Dancer 03,betweenness asc,0.7000000000000001,Louvain,P*/P,0.013550135501355014
Dancer 03,betweenness asc,0.7000000000000001,Louvain,Modularity,0.6836625355619066
Dancer 03,betweenness asc,0.7000000000000001,Louvain,NMI,0.45030257014892927
Dancer 03,betweenness desc,0.7000000000000001,Louvain-igraph,P,927.0
Dancer 03,betweenness desc,0.7000000000000001,Louvain-igraph,P*/P,0.005393743257820928
Dancer 03,betweenness desc,0.7000000000000001,Louvain-igraph,Modularity,0.7816705759872583
Dancer 03,betweenness desc,0.7000000000000001,Louvain-igraph,NMI,0.47844150261300644
Dancer 03,betweenness desc,0.7000000000000001,Fastgreedy,P,927.0
Dancer 03,betweenness desc,0.7000000000000001,Fastgreedy,P*/P,0.005393743257820928
Dancer 03,betweenness desc,0.7000000000000001,Fastgreedy,Modularity,0.7815822845054563
Dancer 03,betweenness desc,0.7000000000000001,Fastgreedy,NMI,0.4788606361695184
Dancer 03,betweenness desc,0.7000000000000001,Infomap,P,1007.0
Dancer 03,betweenness desc,0.7000000000000001,Infomap,P*/P,0.004965243296921549
Dancer 03,betweenness desc,0.7000000000000001,Infomap,Modularity,0.7563636977069093
Dancer 03,betweenness desc,0.7000000000000001,Infomap,NMI,0.44191953828147285
Dancer 03,betweenness desc,0.7000000000000001,Label Propagation,P,921.0
Dancer 03,betweenness desc,0.7000000000000001,Label Propagation,P*/P,0.0054288816503800215
Dancer 03,betweenness desc,0.7000000000000001,Label Propagation,Modularity,0.7811500560958898
Dancer 03,betweenness desc,0.7000000000000001,Label Propagation,NMI,0.48227077591392337
Dancer 03,betweenness desc,0.7000000000000001,Louvain,P,925.0
Dancer 03,betweenness desc,0.7000000000000001,Louvain,P*/P,0.005405405405405406
Dancer 03,betweenness desc,0.7000000000000001,Louvain,Modularity,0.7816681660728837
Dancer 03,betweenness desc,0.7000000000000001,Louvain,NMI,0.4793137051878361
Dancer 03,betweenness asc,0.8,Louvain-igraph,P,571.0
Dancer 03,betweenness asc,0.8,Louvain-igraph,P*/P,0.008756567425569177
Dancer 03,betweenness asc,0.8,Louvain-igraph,Modularity,0.7003468794102953
Dancer 03,betweenness asc,0.8,Louvain-igraph,NMI,0.4188468401022201
Dancer 03,betweenness asc,0.8,Fastgreedy,P,577.0
Dancer 03,betweenness asc,0.8,Fastgreedy,P*/P,0.008665511265164644
Dancer 03,betweenness asc,0.8,Fastgreedy,Modularity,0.7042055846418094
Dancer 03,betweenness asc,0.8,Fastgreedy,NMI,0.4244799618668329
Dancer 03,betweenness asc,0.8,Infomap,P,685.0
Dancer 03,betweenness asc,0.8,Infomap,P*/P,0.0072992700729927005
Dancer 03,betweenness asc,0.8,Infomap,Modularity,0.5953972107180587
